name,created,modified,addresses_roadtype_id,addresses_roadtype_name,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_main_address,addresses_type,values_value,values_outstanding,secondary_filters_name,secondary_filters_tree,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_lat,geo_epgs_4326_lon,estimated_dates,start_date,end_date,año_creacion,mes_creacion,dia_semana_creacion,categoria_centro,periodo_creacion,numero_direccion,categoria_direccion,decada,antiguedad,categoria_antiguedad,numero_direccion_cat,coordenadas_validas,datos_validos
Institut Fort Pius,2002-05-09 08:29:32+00:00,2023-02-02 12:46:39.010318+00:00,,,28305,C Ausiàs Marc,78,5,el Fort Pienc,2,Eixample,8013,True,,932316013,True,Educació secundària,651,431433.0122798908,4582860.628483669,41.39435850748892,2.179807258323757,,,,2002,5,Thursday,Educación Secundaria y FP,2000s,78,Medio,2000,22,Consolidado,Normal,True,True
Facultat de Filosofia - UB,1988-04-10 22:00:00+00:00,2024-05-24 09:48:18.282971+00:00,,,216906,C Montalegre,6,1,el Raval,1,Ciutat Vella,8001,True,,934037722,True,Universitats,651,430379.0357577841,4581724.135357528,41.38403193047776,2.167331566974877,,,,1988,4,Sunday,Educación Superior,1980s,6,Bajo,1980,36,Histórico,Bajo,True,True
Facultat de Química - UB,1988-04-11 22:00:00+00:00,2024-05-31 10:43:19.248372+00:00,,,7258,Carrer de Martí i Franquès,1,20,la Maternitat i Sant Ramon,4,Les Corts,8028,True,,934 021 200,True,Universitats,651,426247.273,4581879.573,41.38506372270051,2.1179021240670406,,,,1988,4,Monday,Educación Superior,1980s,1,Bajo,1980,36,Histórico,Bajo,True,True
Facultat de Dret - UB,1988-04-10 22:00:00+00:00,2024-05-24 10:24:16.245438+00:00,,,144601,Av Diagonal,684,21,Pedralbes,4,Les Corts,8034,True,,934 020 127,True,Universitats,651,426516.8722175164,4582118.434692386,41.38723971871468,2.1210972500110508,,,,1988,4,Sunday,Educación Superior,1980s,684,Muy alto,1980,36,Histórico,Muy Alto,True,True
Centre Educatiu FEP L'Esperança,1996-09-17 22:00:00+00:00,2023-10-03 08:41:33.917539+00:00,,,273003,C Quito,25,58,Baró de Viver,9,Sant Andreu,8030,True,,933457745,True,Ensenyament infantil (3-6 anys),651,433271.9872579461,4588664.5252803285,41.44678716758727,2.2011624839908794,,,,1996,9,Tuesday,Educación Infantil,1990s,25,Bajo,1990,28,Consolidado,Normal,True,True
Centre Educatiu FEP L'Esperança,1996-09-17 22:00:00+00:00,2023-10-03 08:41:33.917539+00:00,,,273003,C Quito,25,58,Baró de Viver,9,Sant Andreu,8030,True,,933457745,True,Educació primària,651,433271.9872579461,4588664.5252803285,41.44678716758727,2.2011624839908794,,,,1996,9,Tuesday,Educación Primaria,1990s,25,Bajo,1990,28,Consolidado,Normal,True,True
Centre Educatiu FEP L'Esperança,1996-09-17 22:00:00+00:00,2023-10-03 08:41:33.917539+00:00,,,273003,C Quito,25,58,Baró de Viver,9,Sant Andreu,8030,True,,933457745,True,Educació secundària,651,433271.9872579461,4588664.5252803285,41.44678716758727,2.2011624839908794,,,,1996,9,Tuesday,Educación Secundaria y FP,1990s,25,Bajo,1990,28,Consolidado,Normal,True,True
Centre Educatiu FEP L'Esperança,1996-09-17 22:00:00+00:00,2023-10-03 08:41:33.917539+00:00,,,273003,C Quito,25,58,Baró de Viver,9,Sant Andreu,8030,True,,933457745,True,Formació professional,651,433271.9872579461,4588664.5252803285,41.44678716758727,2.2011624839908794,,,,1996,9,Tuesday,Educación Secundaria y FP,1990s,25,Bajo,1990,28,Consolidado,Normal,True,True
Centre Educatiu Montseny-Poblenou,1996-09-17 22:00:00+00:00,2023-10-03 08:41:33.850574+00:00,,,242906,C Pallars,410,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,8019,True,,933072857,True,Ensenyament infantil (3-6 anys),651,434018.07680787146,4584644.306601465,41.41063990102234,2.21053229696309,,,,1996,9,Tuesday,Educación Infantil,1990s,410,Muy alto,1990,28,Consolidado,Muy Alto,True,True
Centre Educatiu Montseny-Poblenou,1996-09-17 22:00:00+00:00,2023-10-03 08:41:33.850574+00:00,,,242906,C Pallars,410,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,8019,True,,933072857,True,Educació primària,651,434018.07680787146,4584644.306601465,41.41063990102234,2.21053229696309,,,,1996,9,Tuesday,Educación Primaria,1990s,410,Muy alto,1990,28,Consolidado,Muy Alto,True,True
Centre Educatiu Montseny-Poblenou,1996-09-17 22:00:00+00:00,2023-10-03 08:41:33.850574+00:00,,,242906,C Pallars,410,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,8019,True,,933072857,True,Educació secundària,651,434018.07680787146,4584644.306601465,41.41063990102234,2.21053229696309,,,,1996,9,Tuesday,Educación Secundaria y FP,1990s,410,Muy alto,1990,28,Consolidado,Muy Alto,True,True
Escola Superior d'Administració i Direcció d'Empreses - URL,1987-10-06 23:00:00+00:00,2024-05-27 08:34:36.698784+00:00,,,359200,Av Pedralbes,60,21,Pedralbes,4,Les Corts,8034,True,,932806162,True,Universitats,651,425972.6963469717,4582845.855476461,41.39374137478776,2.11450041725389,,,,1987,10,Tuesday,Educación Superior,1980s,60,Medio,1980,37,Histórico,Normal,True,True
SAE Centre privat d'estudis artístics superiors de Música,2010-11-12 13:15:42+00:00,2021-12-14 10:53:02.970342+00:00,,,253902,Carrer del Perú,176,71,Provençals del Poblenou,10,Sant Martí,8020,True,,932387258,True,Música,651,433241.7793137294,4584817.3447619965,41.41213430348236,2.201225737692777,,,,2010,11,Friday,Otros,2000s,176,Alto,2010,14,Establecido,Alto,True,True
Centre Educatiu Cintra,1998-09-28 22:00:00+00:00,2023-05-24 10:28:53.349782+00:00,,,282605,C Riereta,21,1,el Raval,1,Ciutat Vella,8001,True,,934426654,True,Educació secundària,651,430473.7229729715,4581067.543785404,41.37812640198185,2.168539245437845,,,,1998,9,Monday,Educación Secundaria y FP,1990s,21,Bajo,1990,26,Consolidado,Normal,True,True
Centre Educatiu Thuya,1997-11-10 23:00:00+00:00,2022-09-17 03:35:08.558317+00:00,,,302203,Sant Gervasi de Cassoles,68,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,True,,932127412,True,Adults,651,427852.2307999968,4584159.211072672,41.40574103739798,2.136824035870799,,,,1997,11,Monday,Otros,1990s,68,Medio,1990,27,Consolidado,Normal,True,True
Centre Educatiu Thuya,1997-11-10 23:00:00+00:00,2022-09-17 03:35:08.558317+00:00,,,302203,Sant Gervasi de Cassoles,68,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,True,,932127412,True,Formació professional,651,427852.2307999968,4584159.211072672,41.40574103739798,2.136824035870799,,,,1997,11,Monday,Educación Secundaria y FP,1990s,68,Medio,1990,27,Consolidado,Normal,True,True
Centre Educatiu Acis - Artur Martorell,2002-05-09 08:29:32+00:00,2022-06-10 08:25:13.341053+00:00,,,69506,Pl Can Baró,3,34,Can Baró,7,Horta-Guinardó,8024,True,,932842418,True,Ensenyament infantil (3-6 anys),651,429976.182921808,4585339.884007492,41.41656273573594,2.1620957170113524,,,,2002,5,Thursday,Educación Infantil,2000s,3,Bajo,2000,22,Consolidado,Bajo,True,True
Centre Educatiu Acis - Artur Martorell,2002-05-09 08:29:32+00:00,2022-06-10 08:25:13.341053+00:00,,,69506,Pl Can Baró,3,34,Can Baró,7,Horta-Guinardó,8024,True,,932842418,True,Educació primària,651,429976.182921808,4585339.884007492,41.41656273573594,2.1620957170113524,,,,2002,5,Thursday,Educación Primaria,2000s,3,Bajo,2000,22,Consolidado,Bajo,True,True
Centre Educatiu Acis - Artur Martorell,2002-05-09 08:29:32+00:00,2022-06-10 08:25:13.341053+00:00,,,69506,Pl Can Baró,3,34,Can Baró,7,Horta-Guinardó,8024,True,,932842418,True,Educació secundària,651,429976.182921808,4585339.884007492,41.41656273573594,2.1620957170113524,,,,2002,5,Thursday,Educación Secundaria y FP,2000s,3,Bajo,2000,22,Consolidado,Bajo,True,True
Secció d'Institut Bosc de Montjuïc,1987-12-13 23:00:00+00:00,2023-08-04 08:39:36.169853+00:00,,,213307,Av Miramar,9,11,el Poble-sec,3,Sants-Montjuïc,8038,True,,934410221,True,Educació secundària,651,429844.29930650094,4580044.639641548,41.368858795342405,2.1611311506337145,,,,1987,12,Sunday,Educación Secundaria y FP,1980s,9,Bajo,1980,37,Histórico,Bajo,True,True
Escola Brasil,1989-11-07 23:00:00+00:00,2021-05-04 08:19:27.289851+00:00,,,169409,G.V. Corts Catalanes,1108,71,Provençals del Poblenou,10,Sant Martí,8020,True,,933086995,True,Ensenyament infantil (3-6 anys),651,433547.9532509871,4585268.377425038,41.41622200170397,2.204839282961313,,,,1989,11,Tuesday,Educación Infantil,1980s,1108,,1980,35,Histórico,Muy Alto,True,True
Escola Brasil,1989-11-07 23:00:00+00:00,2021-05-04 08:19:27.289851+00:00,,,169409,G.V. Corts Catalanes,1108,71,Provençals del Poblenou,10,Sant Martí,8020,True,,933086995,True,Educació primària,651,433547.9532509871,4585268.377425038,41.41622200170397,2.204839282961313,,,,1989,11,Tuesday,Educación Primaria,1980s,1108,,1980,35,Histórico,Muy Alto,True,True
Escola La Caixa,1986-04-24 22:00:00+00:00,2022-06-08 19:33:11.638227+00:00,,,15201,C Andrade,182,72,Sant Martí de Provençals,10,Sant Martí,8020,True,,933146420,True,Ensenyament infantil (3-6 anys),651,433399.8426655541,4585388.453225365,41.41729122838103,2.2030539455792635,,,,1986,4,Thursday,Educación Infantil,1980s,182,Alto,1980,38,Histórico,Alto,True,True
Escola La Caixa,1986-04-24 22:00:00+00:00,2022-06-08 19:33:11.638227+00:00,,,15201,C Andrade,182,72,Sant Martí de Provençals,10,Sant Martí,8020,True,,933146420,True,Educació primària,651,433399.8426655541,4585388.453225365,41.41729122838103,2.2030539455792635,,,,1986,4,Thursday,Educación Primaria,1980s,182,Alto,1980,38,Histórico,Alto,True,True
Centre Educatiu Escolàpies Sant Martí - Barcelona,1989-11-13 23:00:00+00:00,2022-09-17 02:52:46.725006+00:00,,,173009,C Joan de Peguera,42,64,el Camp de l'Arpa del Clot,10,Sant Martí,8026,True,,934569303,True,Ensenyament infantil (3-6 anys),651,431606.7001853219,4584861.662003275,41.4123959772303,2.181658601038992,,,,1989,11,Monday,Educación Infantil,1980s,42,Bajo,1980,35,Histórico,Normal,True,True
Centre Educatiu Escolàpies Sant Martí - Barcelona,1989-11-13 23:00:00+00:00,2022-09-17 02:52:46.725006+00:00,,,173009,C Joan de Peguera,42,64,el Camp de l'Arpa del Clot,10,Sant Martí,8026,True,,934569303,True,Educació primària,651,431606.7001853219,4584861.662003275,41.4123959772303,2.181658601038992,,,,1989,11,Monday,Educación Primaria,1980s,42,Bajo,1980,35,Histórico,Normal,True,True
Centre Educatiu Escolàpies Sant Martí - Barcelona,1989-11-13 23:00:00+00:00,2022-09-17 02:52:46.725006+00:00,,,173009,C Joan de Peguera,42,64,el Camp de l'Arpa del Clot,10,Sant Martí,8026,True,,934569303,True,Educació secundària,651,431606.7001853219,4584861.662003275,41.4123959772303,2.181658601038992,,,,1989,11,Monday,Educación Secundaria y FP,1980s,42,Bajo,1980,35,Histórico,Normal,True,True
Escola Calderón de la Barca,1989-10-01 23:00:00+00:00,2021-10-01 08:48:24.022438+00:00,,,228009,Carrer del Nil,27,46,el Turó de la Peira,8,Nou Barris,8031,True,,934084651,True,Ensenyament infantil (3-6 anys),651,430783.4166932158,4587235.595699053,41.43370664300266,2.171537082957821,,,,1989,10,Sunday,Educación Infantil,1980s,27,Bajo,1980,35,Histórico,Normal,True,True
Escola Calderón de la Barca,1989-10-01 23:00:00+00:00,2021-10-01 08:48:24.022438+00:00,,,228009,Carrer del Nil,27,46,el Turó de la Peira,8,Nou Barris,8031,True,,934084651,True,Educació primària,651,430783.4166932158,4587235.595699053,41.43370664300266,2.171537082957821,,,,1989,10,Sunday,Educación Primaria,1980s,27,Bajo,1980,35,Histórico,Normal,True,True
Institut d'Estudis Hispànics,1997-07-14 22:00:00+00:00,2022-09-17 03:32:37.178405+00:00,,,169409,G.V. Corts Catalanes,585,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8007,True,,934035519,True,Universitats,651,430105.756355228,4582009.3515178105,41.38657708352391,2.164030568391206,,,,1997,7,Monday,Educación Superior,1990s,585,Muy alto,1990,27,Consolidado,Muy Alto,True,True
Centre Educatiu Bemen 3,1996-09-17 22:00:00+00:00,2023-10-03 08:44:08.681566+00:00,,,69109,C Cartellà,48,44,Vilapicina i la Torre Llobeta,8,Nou Barris,8031,True,,933571258,True,Formació professional,651,430798.6886737865,4586608.913808286,41.428063673597705,2.171791601093148,,,,1996,9,Tuesday,Educación Secundaria y FP,1990s,48,Bajo,1990,28,Consolidado,Normal,True,True
Centre Educatiu Santa Maria dels Apòstols,1996-09-17 22:00:00+00:00,2024-02-29 10:06:08.145704+00:00,,,266405,Rbla Prim,146,70,el Besòs i el Maresme,10,Sant Martí,8019,True,,933149011,True,Educació primària,651,434035.3004732654,4585498.133280695,41.41833150293345,2.210645258219172,,,,1996,9,Tuesday,Educación Primaria,1990s,146,Alto,1990,28,Consolidado,Alto,True,True
Centre Educatiu Santa Maria dels Apòstols,1996-09-17 22:00:00+00:00,2024-02-29 10:06:08.145704+00:00,,,266405,Rbla Prim,146,70,el Besòs i el Maresme,10,Sant Martí,8019,True,,933149011,True,Educació secundària,651,434035.3004732654,4585498.133280695,41.41833150293345,2.210645258219172,,,,1996,9,Tuesday,Educación Secundaria y FP,1990s,146,Alto,1990,28,Consolidado,Alto,True,True
Centre Educatiu Santa Maria dels Apòstols,1996-09-17 22:00:00+00:00,2024-02-29 10:06:08.145704+00:00,,,266405,Rbla Prim,146,70,el Besòs i el Maresme,10,Sant Martí,8019,True,,933149011,True,Formació professional,651,434035.3004732654,4585498.133280695,41.41833150293345,2.210645258219172,,,,1996,9,Tuesday,Educación Secundaria y FP,1990s,146,Alto,1990,28,Consolidado,Alto,True,True
Universitat Nacional d'Educació a Distància *Barcelona,2012-04-23 11:59:46+00:00,2022-09-17 05:47:49.945293+00:00,,,282650,Av Rio de Janeiro,56,45,Porta,8,Nou Barris,8016,True,,933968059,True,Universitats,651,431531.4183728761,4587534.814936169,41.43646572009841,2.180455235272232,,,,2012,4,Monday,Educación Superior,2010s,56,Medio,2010,12,Establecido,Normal,True,True
Institut de Formació Empresarial de Barcelona,2024-05-06 11:20:32.930233+00:00,2024-09-16 12:11:02.765238+00:00,,,365702,Av Mare Déu de Montserrat,78,33,el Baix Guinardó,7,Horta-Guinardó,8024,True,,634686819,False,Formació professional,651,430373.1691028056,4585165.608788363,41.41502759794825,2.166865625032984,,,,2024,5,Monday,Educación Secundaria y FP,2020s,78,Medio,2020,0,,Normal,True,True
Escola de Música Liceu,2013-04-11 22:00:00+00:00,2022-09-17 05:53:39.355291+00:00,,,232902,Pl Urquinaona,11,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8010,True,,933184536,True,Música,651,430870.1498797241,4582228.697534606,41.38861871795946,2.173147140744683,,,,2013,4,Thursday,Otros,2010s,11,Bajo,2010,11,Establecido,Bajo,True,True
Escola de Música Nostra Senyora de Lurdes,2003-03-11 13:38:55+00:00,2022-09-17 04:01:06.428739+00:00,,,28000,Via Augusta,73,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006,True,,932377475,True,Música,651,429011.9866629886,4583547.076288042,41.40033102467106,2.1507696680349047,,,,2003,3,Tuesday,Otros,2000s,73,Medio,2000,21,Consolidado,Normal,True,True
Institut Joncar,2018-02-15 11:23:55+00:00,2023-05-15 12:37:18.934164+00:00,,,174908,C Joncar,35,68,el Poblenou,10,Sant Martí,8005,True,,938394198,True,Educació secundària,651,433508.0759631492,4583623.627455254,41.40140488846787,2.204542879960712,,,,2018,2,Thursday,Educación Secundaria y FP,2010s,35,Bajo,2010,6,Reciente,Normal,True,True
Centre Educatiu Lestonnac,1996-09-16 22:00:00+00:00,2023-02-28 12:41:59.018639+00:00,,,247659,C Pau Claris,131,7,la Dreta de l'Eixample,2,Eixample,8009,True,,932159900,True,Ensenyament infantil (3-6 anys),651,430344.69288852025,4582705.349776127,41.39286643733439,2.1668080403042533,,,,1996,9,Monday,Educación Infantil,1990s,131,Alto,1990,28,Consolidado,Normal,True,True
Centre Educatiu Lestonnac,1996-09-16 22:00:00+00:00,2023-02-28 12:41:59.018639+00:00,,,247659,C Pau Claris,131,7,la Dreta de l'Eixample,2,Eixample,8009,True,,932159900,True,Educació primària,651,430344.69288852025,4582705.349776127,41.39286643733439,2.1668080403042533,,,,1996,9,Monday,Educación Primaria,1990s,131,Alto,1990,28,Consolidado,Normal,True,True
Centre Educatiu Lestonnac,1996-09-16 22:00:00+00:00,2023-02-28 12:41:59.018639+00:00,,,247659,C Pau Claris,131,7,la Dreta de l'Eixample,2,Eixample,8009,True,,932159900,True,Educació secundària,651,430344.69288852025,4582705.349776127,41.39286643733439,2.1668080403042533,,,,1996,9,Monday,Educación Secundaria y FP,1990s,131,Alto,1990,28,Consolidado,Normal,True,True
Centre Educatiu Lestonnac,1996-09-16 22:00:00+00:00,2023-02-28 12:41:59.018639+00:00,,,247659,C Pau Claris,131,7,la Dreta de l'Eixample,2,Eixample,8009,True,,932159900,True,Formació professional,651,430344.69288852025,4582705.349776127,41.39286643733439,2.1668080403042533,,,,1996,9,Monday,Educación Secundaria y FP,1990s,131,Alto,1990,28,Consolidado,Normal,True,True
Institut Ernest Lluch,1989-04-02 22:00:00+00:00,2021-10-15 11:24:39.847640+00:00,,,100800,C Diputació,15,9,la Nova Esquerra de l'Eixample,2,Eixample,8015,True,,934260676,True,Educació secundària,651,429008.0472128101,4581122.541943941,41.378493776815,2.1510066981241054,,,,1989,4,Sunday,Educación Secundaria y FP,1980s,15,Bajo,1980,35,Histórico,Normal,True,True
Escola per a Infants,2013-04-28 22:00:00+00:00,2022-09-17 05:53:50.341595+00:00,,,310008,C Sant Quintí,89,35,el Guinardó,7,Horta-Guinardó,8041,True,,935537521,True,Ensenyament infantil (3-6 anys),651,431120.5558447624,4585165.244944917,41.41508872749402,2.175807785588492,,,,2013,4,Sunday,Educación Infantil,2010s,89,Medio,2010,11,Establecido,Normal,True,True
Escola per a Infants,2013-04-28 22:00:00+00:00,2022-09-17 05:53:50.341595+00:00,,,310008,C Sant Quintí,89,35,el Guinardó,7,Horta-Guinardó,8041,True,,935537521,True,Educació primària,651,431120.5558447624,4585165.244944917,41.41508872749402,2.175807785588492,,,,2013,4,Sunday,Educación Primaria,2010s,89,Medio,2010,11,Establecido,Normal,True,True
Escola per a Infants,2013-04-28 22:00:00+00:00,2022-09-17 05:53:50.341595+00:00,,,310008,C Sant Quintí,89,35,el Guinardó,7,Horta-Guinardó,8041,True,,935537521,True,Educació secundària,651,431120.5558447624,4585165.244944917,41.41508872749402,2.175807785588492,,,,2013,4,Sunday,Educación Secundaria y FP,2010s,89,Medio,2010,11,Establecido,Normal,True,True
Escola de Música Casa Sors,1989-09-25 23:00:00+00:00,2022-09-17 02:52:50.016620+00:00,,,187105,C Madrazo,52,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006,True,,932009797,True,Música,651,428776.859965032,4583464.202046935,41.39956381498723,2.1479668924856843,,,,1989,9,Monday,Otros,1980s,52,Medio,1980,35,Histórico,Normal,True,True
Escola Cavall Bernat,1986-04-21 22:00:00+00:00,2022-09-17 02:52:54.697060+00:00,,,30602,Rbla Badal,113,16,la Bordeta,3,Sants-Montjuïc,8014,True,,933322930,True,Ensenyament infantil (3-6 anys),651,427405.751967004,4580313.008506319,41.37105966126944,2.131943869848651,,,,1986,4,Monday,Educación Infantil,1980s,113,Alto,1980,38,Histórico,Normal,True,True
Escola Cavall Bernat,1986-04-21 22:00:00+00:00,2022-09-17 02:52:54.697060+00:00,,,30602,Rbla Badal,113,16,la Bordeta,3,Sants-Montjuïc,8014,True,,933322930,True,Educació primària,651,427405.751967004,4580313.008506319,41.37105966126944,2.131943869848651,,,,1986,4,Monday,Educación Primaria,1980s,113,Alto,1980,38,Histórico,Normal,True,True
Centre d'Estudis Catalunya,1985-05-27 22:00:00+00:00,2022-09-17 02:52:57.176904+00:00,,,171003,C Jovellanos,6,1,el Raval,1,Ciutat Vella,8001,True,,933182092,True,Formació professional,651,430438.70814684127,4581873.275914366,41.38538035411637,2.168028055159484,,,,1985,5,Monday,Educación Secundaria y FP,1980s,6,Bajo,1980,39,Histórico,Bajo,True,True
Escola Universitària de Turisme CETA,1996-09-17 22:00:00+00:00,2023-10-03 08:17:43.110381+00:00,,,18505,C Aragó,55,9,la Nova Esquerra de l'Eixample,2,Eixample,8015,True,,932278090,True,Universitats,651,428839.8328044723,4581330.227881447,41.38034947242665,2.1489708474391604,,,,1996,9,Tuesday,Educación Superior,1990s,55,Medio,1990,28,Consolidado,Normal,True,True
Escola Concepción Arenal,1989-11-13 23:00:00+00:00,2021-10-01 09:31:05.598029+00:00,,,94300,Carrer de Cristóbal de Moura,240,70,el Besòs i el Maresme,10,Sant Martí,8019,True,,933052151,True,Ensenyament infantil (3-6 anys),651,434426.28969550505,4585400.923304313,41.41748796078941,2.2153340767827068,,,,1989,11,Monday,Educación Infantil,1980s,240,Muy alto,1980,35,Histórico,Alto,True,True
Escola Concepción Arenal,1989-11-13 23:00:00+00:00,2021-10-01 09:31:05.598029+00:00,,,94300,Carrer de Cristóbal de Moura,240,70,el Besòs i el Maresme,10,Sant Martí,8019,True,,933052151,True,Educació primària,651,434426.28969550505,4585400.923304313,41.41748796078941,2.2153340767827068,,,,1989,11,Monday,Educación Primaria,1980s,240,Muy alto,1980,35,Histórico,Alto,True,True
Escola de Música Esclat *Les Corts,1992-03-01 23:00:00+00:00,2022-09-17 02:48:23.549985+00:00,,,186907,Lluçà,3,19,les Corts,4,Les Corts,8028,True,,934904151,True,Música,651,427342.0963402219,4581451.350380696,41.38130651966432,2.131046330671979,,,,1992,3,Sunday,Otros,1990s,3,Bajo,1990,32,Histórico,Bajo,True,True
Centre d'Història Contemporània de Catalunya,1987-06-15 22:00:00+00:00,2021-07-29 08:24:06.067013+00:00,,,248050,Plaça de Pau Vila,3,3,la Barceloneta,1,Ciutat Vella,8003,True,,93 552 61 77,True,Universitats,651,431926.0597929916,4581354.891276275,41.3808386412199,2.1858736814996145,,,,1987,6,Monday,Educación Superior,1980s,3,Bajo,1980,37,Histórico,Bajo,True,True
Universitat Oberta de Catalunya,1994-10-05 23:00:00+00:00,2024-05-23 10:26:38.855794+00:00,,,346800,Rambla del Poblenou,154,71,Provençals del Poblenou,10,Sant Martí,8018,True,,No disponible,,Universitats,651,432669.627,4584196.369,41.40649363005068,2.19444957141162,,,,1994,10,Wednesday,Educación Superior,1990s,154,Alto,1990,30,Consolidado,Alto,True,True
Consorci Universitat Internacional Menéndez Pelayo de Barcelona - Centre Ernest Lluch,1987-06-15 22:00:00+00:00,2021-07-26 11:18:40.333999+00:00,,,216906,C Montalegre,5,1,el Raval,1,Ciutat Vella,8001,True,,933017555,True,Universitats,651,430335.5441832022,4581711.515471728,41.38391450226559,2.1668129104163323,,,,1987,6,Monday,Educación Superior,1980s,5,Bajo,1980,37,Histórico,Bajo,True,True
Centre Educatiu Magòria,1998-01-19 23:00:00+00:00,2022-09-17 03:36:51.306557+00:00,,,314701,C Santa Dorotea,5,14,la Font de la Guatlla,3,Sants-Montjuïc,8004,True,,934236574,True,Ensenyament infantil (3-6 anys),651,428558.5677458965,4580356.547326878,41.37155495210272,2.1457222177556883,,,,1998,1,Monday,Educación Infantil,1990s,5,Bajo,1990,26,Consolidado,Bajo,True,True
Centre Educatiu Magòria,1998-01-19 23:00:00+00:00,2022-09-17 03:36:51.306557+00:00,,,314701,C Santa Dorotea,5,14,la Font de la Guatlla,3,Sants-Montjuïc,8004,True,,934236574,True,Educació primària,651,428558.5677458965,4580356.547326878,41.37155495210272,2.1457222177556883,,,,1998,1,Monday,Educación Primaria,1990s,5,Bajo,1990,26,Consolidado,Bajo,True,True
Escola Parc del Guinardó,1990-01-18 23:00:00+00:00,2022-11-16 16:43:15.684493+00:00,,,141206,C Garriga i Roca,13,35,el Guinardó,7,Horta-Guinardó,8041,True,,934368637,True,Ensenyament infantil (3-6 anys),651,430682.7939809532,4585724.059408192,41.42008412690289,2.17050613591235,,,,1990,1,Thursday,Educación Infantil,1980s,13,Bajo,1990,34,Histórico,Normal,True,True
Escola Parc del Guinardó,1990-01-18 23:00:00+00:00,2022-11-16 16:43:15.684493+00:00,,,141206,C Garriga i Roca,13,35,el Guinardó,7,Horta-Guinardó,8041,True,,934368637,True,Educació primària,651,430682.7939809532,4585724.059408192,41.42008412690289,2.17050613591235,,,,1990,1,Thursday,Educación Primaria,1980s,13,Bajo,1990,34,Histórico,Normal,True,True
Escola Cal Maiol,1985-05-09 22:00:00+00:00,2024-02-12 16:59:17.150711+00:00,,,293000,C Sagunt,92,18,Sants,3,Sants-Montjuïc,8014,True,,933318893,True,Ensenyament infantil (3-6 anys),651,427756.9835112997,4580498.143774105,41.37275870841211,2.136121251833447,,,,1985,5,Thursday,Educación Infantil,1980s,92,Medio,1980,39,Histórico,Normal,True,True
Escola Cal Maiol,1985-05-09 22:00:00+00:00,2024-02-12 16:59:17.150711+00:00,,,293000,C Sagunt,92,18,Sants,3,Sants-Montjuïc,8014,True,,933318893,True,Educació primària,651,427756.9835112997,4580498.143774105,41.37275870841211,2.136121251833447,,,,1985,5,Thursday,Educación Primaria,1980s,92,Medio,1980,39,Histórico,Normal,True,True
Escola Municipal de Música Eixample Joan Manuel Serrat,1995-09-21 22:00:00+00:00,2021-07-19 20:10:22.102124+00:00,,,76807,C Sardenya,368,6,la Sagrada Família,2,Eixample,8025,True,,934586590,True,Música,651,430639.5427238949,4584156.533681888,41.40596224827076,2.170168320535942,,,,1995,9,Thursday,Otros,1990s,368,Muy alto,1990,29,Consolidado,Muy Alto,True,True
Escola de Música Municipal Sant Andreu - Mestre Pich Santasusana,1995-09-21 22:00:00+00:00,2024-10-04 12:45:17.351532+00:00,,,295709,Carrer de Sant Adrià,20,60,Sant Andreu,9,Sant Andreu,8030,False,,933461094,True,Música,651,432393.8,4587226.265,41.43375978351116,2.1908111611491856,,,,1995,9,Thursday,Otros,1990s,20,Bajo,1990,29,Consolidado,Normal,True,True
Institut Escola Antaviana,1987-09-28 23:00:00+00:00,2024-06-17 09:39:36.430083+00:00,,,267816,Carrer dels Nou Barris,12,50,les Roquetes,8,Nou Barris,8042,True,,933538793,True,Ensenyament infantil (3-6 anys),651,431388.787491684,4588837.277221564,41.44818432585492,2.1786002392699624,,,,1987,9,Monday,Educación Infantil,1980s,12,Bajo,1980,37,Histórico,Bajo,True,True
Institut Escola Antaviana,1987-09-28 23:00:00+00:00,2024-06-17 09:39:36.430083+00:00,,,267816,Carrer dels Nou Barris,12,50,les Roquetes,8,Nou Barris,8042,True,,933538793,True,Educació primària,651,431388.787491684,4588837.277221564,41.44818432585492,2.1786002392699624,,,,1987,9,Monday,Educación Primaria,1980s,12,Bajo,1980,37,Histórico,Bajo,True,True
Institut Escola Antaviana,1987-09-28 23:00:00+00:00,2024-06-17 09:39:36.430083+00:00,,,267816,Carrer dels Nou Barris,12,50,les Roquetes,8,Nou Barris,8042,True,,933538793,True,Educació secundària,651,431388.787491684,4588837.277221564,41.44818432585492,2.1786002392699624,,,,1987,9,Monday,Educación Secundaria y FP,1980s,12,Bajo,1980,37,Histórico,Bajo,True,True
